customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,date_of_birth,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,cust_rank,cust_value,age,age_group
151,Denys,Minshall,Female,30,12/26/1961,EnvironmentalNullTech,Manufacturing,Affluent Customer,No,Yes,14,7 Myrtle Lane,2324,New South Wales,Australia,8,152,1.22188,62,Senior
152,Archibald,Blessed,Male,61,2/10/1969,VPNullSales,Financial Services,Mass Customer,No,Yes,18,7795 Memorial Drive,2016,New South Wales,Australia,11,153,1.21875,54,Senior
153,Feodor,Englishby,Male,54,8/14/1961,AccountNullCoordinator,Health,Mass Customer,No,No,11,24695 Boyd Road,3201,Victoria,Australia,5,154,1.20312,62,Senior
154,Skippie,Yearsley,Male,6,9/4/1956,CompensationNullAnalyst,Financial Services,Mass Customer,No,No,9,95306 John Wall Avenue,4350,Queensland,Australia,5,155,1.2,67,Senior
155,Bill,,Female,74,4/24/1963,HumanNullResourcesNullAssistantNullII,Property,Mass Customer,No,Yes,19,6704 Pine View Lane,2170,New South Wales,Australia,9,155,1.2,60,Senior
156,Tessa,Friese,Female,89,10/24/1976,HealthNullCoachNullII,Financial Services,Mass Customer,No,No,21,98158 Alpine Point,4212,Queensland,Australia,9,157,1.19531,47,Adult
157,Roseanne,Caruth,Female,16,5/25/1957,ProgrammerNullAnalystNullIII,Health,Mass Customer,No,No,7,33652 Lyons Alley,2763,New South Wales,Australia,9,158,1.1875,66,Senior
158,Tedra,Goodbanne,Female,4,1/15/1978,SeniorNullQualityNullEngineer,n/a,Mass Customer,No,Yes,6,8 Debs Road,3934,Victoria,Australia,9,158,1.1875,45,Adult
159,Roberto,Harme,Male,27,6/11/1951,EnvironmentalNullTech,n/a,High Net Worth,No,No,10,101 Starling Pass,2564,New South Wales,Australia,9,158,1.1875,72,Senior
160,Nichole,Leisman,Male,37,8/7/1986,GeologistNullIII,Property,Affluent Customer,No,No,4,35151 Bunker Hill Crossing,2068,New South Wales,Australia,12,158,1.1875,37,Adult
161,Amil,Ennor,Female,23,8/4/1995,HealthNullCoachNullII,Health,Mass Customer,No,Yes,10,2093 Amoth Pass,3109,Victoria,Australia,11,158,1.1875,28,Teenager
162,Shawna,Hinrichsen,Female,60,8/27/1969,AssistantNullProfessor,Manufacturing,Affluent Customer,No,Yes,9,57343 Eagan Avenue,2326,New South Wales,Australia,2,163,1.18203,54,Senior
163,Fonsie,Levane,Male,96,7/10/1951,AccountNullRepresentativeNullIII,n/a,High Net Worth,No,Yes,19,83 Armistice Terrace,4011,Queensland,Australia,3,163,1.18203,72,Senior
164,Emilie,Brody,Female,3,5/22/1979,DirectorNullofNullSales,n/a,Mass Customer,No,Yes,3,5388 Burrows Alley,2073,New South Wales,Australia,11,163,1.18203,44,Adult
165,Robert,Corkill,Male,55,3/12/1976,ClinicalNullSpecialist,Health,Mass Customer,No,No,4,5612 Toban Point,2227,New South Wales,Australia,10,166,1.175,47,Adult
166,Elvira,Kurten,Female,65,3/18/1973,AssistantNullProfessor,Financial Services,High Net Worth,No,No,12,65 Ridge Oak Court,2471,New South Wales,Australia,3,166,1.175,50,Senior
167,Juliana,Mitchenson,Female,55,1/5/1989,EnvironmentalNullTech,Manufacturing,Mass Customer,No,Yes,8,74 Russell Terrace,4350,Queensland,Australia,4,166,1.175,34,Adult
168,Regine,Bownes,Female,99,7/1/1952,SeniorNullDeveloper,Retail,Affluent Customer,No,No,15,255 Loeprich Lane,3752,Victoria,Australia,9,166,1.175,71,Senior
169,Abner,Fraschetti,Male,33,1/23/1986,StaffNullScientist,Argiculture,Affluent Customer,No,No,13,67 Northport Avenue,3805,Victoria,Australia,7,166,1.175,37,Adult
170,Alvira,Coulman,Female,42,6/5/1955,AccountNullRepresentativeNullII,n/a,Affluent Customer,No,No,14,823 Wayridge Trail,2205,New South Wales,Australia,9,166,1.175,68,Senior
171,Sawyer,Sponton,Male,36,2/22/1956,HelpNullDeskNullTechnician,Property,Mass Customer,No,Yes,10,5 Golf Terrace,2126,New South Wales,Australia,11,166,1.175,67,Senior
172,Feodor,Vickers,Male,60,11/18/1989,VPNullQualityNullControl,Financial Services,Mass Customer,No,Yes,4,40809 Truax Way,2209,New South Wales,Australia,6,173,1.17188,34,Adult
173,Paten,Cayet,Male,56,2/19/1995,AssistantNullManager,Manufacturing,Affluent Customer,No,Yes,16,1398 Burning Wood Way,3850,Victoria,Australia,1,174,1.16875,28,Teenager
174,Loria,Tappington,Female,72,9/6/1955,ResearchNullAssistantNullIV,Property,Mass Customer,No,No,5,3920 Swallow Junction,3038,Victoria,Australia,8,174,1.16875,68,Senior
175,Tanya,Kiefer,Female,54,7/5/1992,SpeechNullPathologist,Telecommunications,High Net Worth,No,No,7,4 Warner Park,2146,New South Wales,Australia,9,174,1.16875,31,Adult
176,Devonne,Alderwick,Female,79,1/29/1939,ResearchNullAssociate,n/a,High Net Worth,No,Yes,9,534 Lien Lane,3122,Victoria,Australia,7,177,1.1625,84,Senior
177,Omero,McDonand,Male,51,4/1/1952,SoftwareNullConsultant,Manufacturing,Mass Customer,No,No,16,48 Shoshone Park,2066,New South Wales,Australia,9,177,1.1625,71,Senior
178,Iain,Haversham,Male,92,12/26/1950,SalesNullRepresentative,Retail,Mass Customer,No,Yes,13,170 Briar Crest Place,2120,New South Wales,Australia,10,177,1.1625,73,Senior
179,Keriann,Newham,Female,71,3/26/1975,AssistantNullManager,Financial Services,Mass Customer,No,No,5,0193 Northland Street,4179,Queensland,Australia,9,177,1.1625,48,Adult
180,Conroy,Rappaport,Male,39,1/8/1965,AssistantNullManager,Health,High Net Worth,No,No,9,5219 Pearson Drive,2148,New South Wales,Australia,9,181,1.15813,58,Senior
181,Dorian,Rustman,Male,78,12/9/1974,JuniorNullExecutive,Manufacturing,Mass Customer,No,No,18,6156 Summit Center,4352,Queensland,Australia,7,181,1.15813,49,Adult
182,Quillan,Guinane,Male,36,3/24/1946,CommunityNullOutreachNullSpecialist,n/a,High Net Worth,No,Yes,21,803 Badeau Point,2177,New South Wales,Australia,8,181,1.15813,77,Senior
183,Harlin,Mazin,Male,34,3/25/1974,ComputerNullSystemsNullAnalystNullI,Manufacturing,Mass Customer,No,Yes,13,735 Westridge Road,2454,New South Wales,Australia,7,181,1.15813,49,Adult
184,Eustacia,Dornan,Female,68,9/2/1985,AccountNullRepresentativeNullIV,Property,Mass Customer,No,No,5,1190 Hanson Street,3806,Victoria,Australia,9,181,1.15813,38,Adult
185,Maury,Galego,Male,65,7/27/1992,SocialNullWorker,Health,High Net Worth,No,Yes,3,370 Division Junction,3032,Victoria,Australia,10,181,1.15813,31,Adult
186,Reggie,Kernar,Female,26,11/28/1971,SeniorNullEditor,Financial Services,High Net Worth,No,No,17,90 Northport Hill,2228,New South Wales,Australia,10,181,1.15813,52,Senior
187,Brigitte,Whellams,Female,67,5/9/1973,PaymentNullAdjustmentNullCoordinator,n/a,Mass Customer,No,Yes,17,77785 Veith Lane,2766,New South Wales,Australia,8,188,1.15625,50,Senior
188,Kinna,Kollasch,Female,7,11/9/1986,SafetyNullTechnicianNullI,Property,High Net Worth,No,No,9,232 Knutson Park,4060,Queensland,Australia,10,188,1.15625,37,Adult
189,Maurizio,Comi,Male,74,5/30/1996,VPNullProductNullManagement,IT,Affluent Customer,No,No,10,25805 Eagan Place,2766,New South Wales,Australia,9,190,1.15547,27,Teenager
190,Elbertina,Fendley,Female,32,3/27/1992,PhysicalNullTherapyNullAssistant,Property,Affluent Customer,No,No,8,743 Debra Court,2117,New South Wales,Australia,11,191,1.15,31,Adult
191,Franklin,Wohler,Male,55,10/16/1938,ClinicalNullSpecialist,Health,Mass Customer,No,Yes,7,6966 Delladonna Street,2250,New South Wales,Australia,8,191,1.15,85,Senior
192,Allyson,Petchell,Female,16,3/19/1970,HumanNullResourcesNullManager,Telecommunications,High Net Worth,No,No,10,98221 Pennsylvania Place,2170,New South Wales,Australia,8,191,1.15,53,Senior
193,Ermentrude,Heindle,Female,47,8/2/1969,GISNullTechnicalNullArchitect,Argiculture,Mass Customer,No,No,7,307 Knutson Center,2226,New South Wales,Australia,10,191,1.15,54,Senior
194,Alanna,Lerway,Female,26,1/5/1944,DentalNullHygienist,Health,Mass Customer,No,Yes,11,593 Alpine Drive,3195,Victoria,Australia,12,195,1.1475,79,Senior
195,Vincent,Jopke,Male,6,3/10/1972,AnalogNullCircuitNullDesignNullmanager,Property,Affluent Customer,No,No,16,45788 Stang Plaza,3687,Victoria,Australia,3,195,1.1475,51,Senior
196,Mandie,Jeffryes,Female,60,2/16/1981,BusinessNullSystemsNullDevelopmentNullAnalyst,n/a,High Net Worth,No,No,7,96515 Di Loreto Pass,4109,Queensland,Australia,9,195,1.1475,42,Adult
197,Collete,Dory,Female,66,1/9/1990,InformationNullSystemsNullManager,n/a,High Net Worth,No,No,2,8625 Dakota Plaza,2210,New South Wales,Australia,9,195,1.1475,33,Adult
198,Leonid,Dorricott,Male,44,11/18/1993,EnvironmentalNullTech,n/a,Affluent Customer,No,No,3,02 Hoffman Road,2448,New South Wales,Australia,3,195,1.1475,30,Adult
199,Charlena,Berney,Female,55,1/2/1966,GeologicalNullEngineer,Manufacturing,High Net Worth,No,Yes,12,496 Logan Center,4207,Queensland,Australia,4,195,1.1475,57,Senior
200,Alfonso,Massel,Male,70,12/5/1940,,n/a,Mass Customer,No,Yes,13,6065 Talisman Crossing,3977,Victoria,Australia,7,201,1.14219,83,Senior
201,Engracia,Dobbs,Female,84,4/19/1959,,Health,Mass Customer,No,No,15,72 Eliot Place,2250,New South Wales,Australia,8,202,1.14062,64,Senior
202,Glyn,,Male,47,2/13/1945,GeneralNullManager,Manufacturing,Affluent Customer,No,Yes,21,67 Bluejay Plaza,2300,New South Wales,Australia,9,202,1.14062,78,Senior
203,Rosemonde,Cartwight,Female,44,10/20/1952,AnalystNullProgrammer,Retail,Mass Customer,No,Yes,7,518 Paget Hill,4605,Queensland,Australia,1,202,1.14062,71,Senior
204,Alano,Satchel,Male,2,11/26/1998,RecruitingNullManager,n/a,Mass Customer,No,No,2,87107 Shelley Crossing,2429,New South Wales,Australia,7,202,1.14062,25,Teenager
205,Corrine,Baribal,Female,19,10/12/1948,SeniorNullSalesNullAssociate,n/a,Affluent Customer,No,Yes,12,3 Mallory Circle,2170,New South Wales,Australia,8,206,1.1375,75,Senior
206,Benoit,Harniman,Male,31,8/27/1976,ResearchNullAssistantNullII,Telecommunications,Affluent Customer,No,No,9,1582 Bashford Drive,4018,Queensland,Australia,7,206,1.1375,47,Adult
207,Jeanne,Darte,Female,70,8/18/1955,,n/a,Mass Customer,No,Yes,11,3 Homewood Park,2756,New South Wales,Australia,7,206,1.1375,68,Senior
208,Jenelle,Fearnill,Female,12,1/3/1958,SocialNullWorker,Health,High Net Worth,No,No,19,06 Old Gate Park,2144,New South Wales,Australia,9,206,1.1375,65,Senior
209,Tannie,Gambrell,Male,92,5/25/1967,FinancialNullAnalyst,Financial Services,Affluent Customer,No,No,4,49 Surrey Point,4710,Queensland,Australia,4,206,1.1375,56,Senior
210,Mick,Macewan,Male,32,12/12/1967,SeniorNullCostNullAccountant,Financial Services,Mass Customer,No,No,16,59254 Northland Alley,2032,New South Wales,Australia,10,206,1.1375,56,Senior
211,Abbie,Oldman,Male,82,11/26/1983,,Health,High Net Worth,No,Yes,5,4 North Drive,2168,New South Wales,Australia,8,212,1.13688,40,Adult
212,Tabbie,Curner,Male,12,3/13/1997,ChiefNullDesignNullEngineer,Retail,Mass Customer,No,No,6,89 Parkside Street,3021,Victoria,Australia,6,212,1.13688,26,Teenager
213,Shane,Killen,Male,28,10/16/1956,AccountNullExecutive,Entertainment,High Net Worth,No,No,10,7 Hazelcrest Place,2165,New South Wales,Australia,8,212,1.13688,67,Senior
214,Roberta,Goodale,Female,9,2/28/1947,InformationNullSystemsNullManager,Property,Mass Customer,No,Yes,22,013 David Junction,4211,Queensland,Australia,7,215,1.12891,76,Senior
215,Kippy,Barabisch,Male,11,4/7/2000,LegalNullAssistant,Manufacturing,Mass Customer,No,No,4,840 Graceland Street,2125,New South Wales,Australia,11,215,1.12891,23,Teenager
216,Rosalinde,Cubuzzi,Female,50,9/4/1997,BusinessNullSystemsNullDevelopmentNullAnalyst,n/a,Mass Customer,No,No,5,6 Lotheville Trail,2444,New South Wales,Australia,7,215,1.12891,26,Teenager
217,Cami,Barnbrook,Female,8,1/1/1963,OccupationalNullTherapist,Health,Affluent Customer,No,Yes,18,890 Truax Lane,4285,Queensland,Australia,2,218,1.12625,60,Senior
218,Dorian,Stollen,Male,78,2/16/1980,StatisticianNullI,Financial Services,Mass Customer,No,Yes,18,72922 Cambridge Terrace,2026,New South Wales,Australia,11,219,1.125,43,Adult
219,Hunfredo,Hayball,Male,7,4/15/1994,,IT,Affluent Customer,No,No,3,60461 Esch Avenue,2227,New South Wales,Australia,8,219,1.125,29,Teenager
220,Giorgi,O'Shirine,Male,68,6/20/1981,PaymentNullAdjustmentNullCoordinator,Retail,Mass Customer,No,Yes,15,6 Novick Alley,3934,Victoria,Australia,8,219,1.125,42,Adult
221,Kort,Disley,Male,66,2/5/1979,TechnicalNullWriter,Health,Mass Customer,No,Yes,7,76 Donald Trail,2160,New South Wales,Australia,9,219,1.125,44,Adult
222,Gretna,Thredder,Female,62,1/8/1966,,n/a,Mass Customer,No,No,18,1607 Westridge Drive,2203,New South Wales,Australia,11,223,1.11563,57,Senior
223,Tobiah,Heinsius,Male,66,1/25/2000,ChiefNullDesignNullEngineer,Health,High Net Worth,No,No,9,3630 Dawn Crossing,2446,New South Wales,Australia,8,223,1.11563,23,Teenager
224,Wallace,Newart,Male,91,12/6/1977,,IT,Mass Customer,No,No,17,29007 Dapin Street,4650,Queensland,Australia,1,223,1.11563,46,Adult
225,Hersh,Stubbert,Male,0,6/25/2000,TechnicalNullWriter,Manufacturing,Mass Customer,No,Yes,15,68 Fairfield Street,4115,Queensland,Australia,8,226,1.1125,23,Teenager
226,Wyn,Saynor,Male,54,6/22/1964,CostNullAccountant,Financial Services,High Net Worth,No,No,8,5 Briar Crest Road,2099,New South Wales,Australia,9,226,1.1125,59,Senior
227,Maribeth,Stivani,Female,46,11/13/1954,AssociateNullProfessor,Financial Services,Mass Customer,No,No,7,945 Bobwhite Court,2430,New South Wales,Australia,8,226,1.1125,69,Senior
228,Abigale,Sives,Female,48,12/13/1963,VPNullMarketing,Health,Affluent Customer,No,Yes,14,2 Glendale Center,4207,Queensland,Australia,4,230,1.10938,60,Senior
229,Gothart,Artus,Male,52,5/31/1978,HealthNullCoachNullIV,Health,Mass Customer,No,Yes,14,21824 Northridge Alley,2117,New South Wales,Australia,10,231,1.105,45,Adult
230,Danny,Bodle,Male,50,9/24/1943,StatisticianNullI,Manufacturing,Mass Customer,No,Yes,18,68 Anthes Park,2007,New South Wales,Australia,9,231,1.105,80,Senior
231,Vittorio,Boxen,Male,94,8/15/1965,MechanicalNullSystemsNullEngineer,n/a,Mass Customer,No,No,14,3 Anthes Court,2148,New South Wales,Australia,9,233,1.1,58,Senior
232,Deborah,Petrovsky,Female,53,7/14/1943,Teacher,Property,Mass Customer,No,No,16,036 Redwing Street,2011,New South Wales,Australia,7,233,1.1,80,Senior
233,Agace,Hedge,Female,25,7/23/1997,MediaNullManagerNullII,n/a,Mass Customer,No,Yes,13,92 Petterle Place,3429,Victoria,Australia,8,233,1.1,26,Teenager
234,Rolland,Esmead,Male,41,7/13/1940,,Health,Affluent Customer,No,No,8,72008 7th Avenue,2200,New South Wales,Australia,8,233,1.1,83,Senior
235,Latrena,Walklate,Female,97,10/5/1943,MechanicalNullSystemsNullEngineer,Telecommunications,High Net Worth,No,Yes,13,87 Sheridan Junction,2281,New South Wales,Australia,8,237,1.09438,80,Senior
236,Mariquilla,Springthorpe,Female,30,4/4/1939,DirectorNullofNullSales,n/a,Mass Customer,No,Yes,8,811 Melrose Park,2224,New South Wales,Australia,10,237,1.09438,84,Senior
237,Leticia,Danovich,Female,84,10/2/1941,DesignNullEngineer,Entertainment,Mass Customer,No,Yes,15,2 Logan Avenue,4307,Queensland,Australia,1,237,1.09438,82,Senior
238,Harman,Lynds,Male,4,5/27/1961,Professor,n/a,Mass Customer,No,Yes,5,538 Gina Way,4105,Queensland,Australia,8,240,1.09,62,Senior
239,Farra,Matyushkin,Female,18,1/24/1974,VPNullQualityNullControl,Manufacturing,High Net Worth,No,Yes,9,52761 Portage Crossing,3170,Victoria,Australia,9,241,1.0875,49,Adult
240,Robenia,Monks,Female,94,5/8/1959,NurseNullPracticioner,Manufacturing,Mass Customer,No,No,5,8 Fieldstone Street,4065,Queensland,Australia,9,241,1.0875,64,Senior
241,Roman,Eastwood,Male,57,9/21/1969,AssociateNullProfessor,Manufacturing,Affluent Customer,No,Yes,16,8957 Anhalt Alley,3004,Victoria,Australia,4,241,1.0875,54,Senior
242,Solomon,Bruck,Male,29,11/15/1957,JuniorNullExecutive,Health,Mass Customer,No,No,12,5 High Crossing Junction,4556,Queensland,Australia,8,244,1.08375,66,Senior
243,Krystyna,Airey,Female,2,9/5/1950,SafetyNullTechnicianNullII,n/a,Mass Customer,No,Yes,19,75760 Toban Junction,4006,Queensland,Australia,5,244,1.08375,73,Senior
244,Katharine,Redbourn,Female,8,9/11/1967,Recruiter,Manufacturing,Affluent Customer,No,Yes,4,178 Waxwing Trail,3134,Victoria,Australia,10,244,1.08375,56,Senior
245,Cammy,Stoneham,Female,74,5/2/1963,BusinessNullSystemsNullDevelopmentNullAnalyst,Financial Services,High Net Worth,No,No,14,8648 Green Alley,4680,Queensland,Australia,3,244,1.08375,60,Senior
246,Ellsworth,Andrieux,Male,49,4/26/1971,SeniorNullCostNullAccountant,Financial Services,Affluent Customer,No,Yes,10,08912 Carberry Place,4036,Queensland,Australia,7,248,1.07812,52,Senior
247,Federico,Leuty,Male,59,12/11/1978,ProductNullEngineer,Property,High Net Worth,No,Yes,11,720 Menomonie Crossing,2380,New South Wales,Australia,4,249,1.07578,45,Adult
248,Ferdy,Hornung,Male,57,5/14/1974,AnalogNullCircuitNullDesignNullmanager,Entertainment,High Net Worth,No,No,18,0686 Hallows Trail,4506,Queensland,Australia,3,250,1.075,49,Adult
249,Sunny,Christescu,Female,90,3/12/1975,CostNullAccountant,Financial Services,Mass Customer,No,No,11,6668 Blue Bill Park Plaza,2209,New South Wales,Australia,10,250,1.075,48,Adult
250,Shadow,Yakutin,Male,85,2/3/1967,SoftwareNullTestNullEngineerNullIV,Health,Affluent Customer,No,Yes,6,06 Dwight Park,4119,Queensland,Australia,2,252,1.07313,56,Senior
251,Sharai,Priddie,Female,13,1/16/1961,SalesNullRepresentative,Retail,Mass Customer,No,No,9,5202 Crowley Place,2145,New South Wales,Australia,9,252,1.07313,62,Senior
252,Celeste,Fretson,Female,91,9/16/1980,ProductNullEngineer,IT,Mass Customer,No,No,9,14709 Portage Avenue,2166,New South Wales,Australia,9,252,1.07313,43,Adult
253,Lea,Ilyinski,Female,75,9/25/1997,StructuralNullAnalysisNullEngineer,Financial Services,High Net Worth,No,No,12,895 Glendale Park,2026,New South Wales,Australia,12,252,1.07313,26,Teenager
254,Dyann,Olechnowicz,Female,17,7/17/1939,NuclearNullPowerNullEngineer,Manufacturing,Mass Customer,No,No,16,0474 Bowman Hill,3031,Victoria,Australia,10,252,1.07313,84,Senior
255,Delly,Sunman,Female,49,4/11/1959,AccountNullCoordinator,Retail,Mass Customer,No,No,15,652 Fuller Terrace,3206,Victoria,Australia,12,252,1.07313,64,Senior
256,Malvin,Ryhorovich,Male,37,3/3/1962,QualityNullControlNullSpecialist,n/a,Mass Customer,No,No,5,5356 Sugar Plaza,4818,Queensland,Australia,3,252,1.07313,61,Senior
257,Tanya,Hamberston,Female,45,9/25/2000,ProductNullEngineer,n/a,Mass Customer,No,Yes,9,7 Schiller Point,4113,Queensland,Australia,6,259,1.0625,23,Teenager
258,Kaela,Romaines,Female,41,11/27/1971,GeologicalNullEngineer,Manufacturing,High Net Worth,No,No,19,9193 Prairieview Drive,2155,New South Wales,Australia,10,259,1.0625,52,Senior
259,Evonne,Bembridge,Female,9,7/6/1969,RecruitingNullManager,Retail,Mass Customer,No,Yes,14,13272 Basil Avenue,3103,Victoria,Australia,9,259,1.0625,54,Senior
260,Shannen,Lewin,Female,21,6/7/1991,AnalogNullCircuitNullDesignNullmanager,Argiculture,High Net Worth,No,No,6,29 Aberg Crossing,4210,Queensland,Australia,6,259,1.0625,32,Adult
261,Bogey,Attew,Male,88,11/18/1992,SoftwareNullEngineerNullII,IT,Mass Customer,No,Yes,10,4 Monterey Road,4165,Queensland,Australia,9,259,1.0625,31,Adult
262,Zondra,Ringham,Female,36,1/13/1948,CostNullAccountant,Financial Services,Mass Customer,No,Yes,7,416 Lighthouse Bay Lane,4510,Queensland,Australia,5,259,1.0625,75,Senior
263,Barnebas,Apfel,Male,57,2/19/1996,AccountNullExecutive,Manufacturing,Affluent Customer,No,Yes,2,05475 Elgar Place,4000,Queensland,Australia,6,259,1.0625,27,Teenager
264,Alleen,Eaken,Female,56,8/31/1938,,n/a,Mass Customer,No,No,10,343 Lakewood Center,2089,New South Wales,Australia,12,259,1.0625,85,Senior
265,Gerri,Schimann,Female,81,11/17/1969,DesktopNullSupportNullTechnician,Property,Mass Customer,No,Yes,18,47 Kim Terrace,2566,New South Wales,Australia,8,259,1.0625,54,Senior
266,Antonietta,Egle,Female,82,9/25/1973,Actuary,Financial Services,Mass Customer,No,No,7,590 Hagan Parkway,3805,Victoria,Australia,7,259,1.0625,50,Senior
267,Raff,Waycott,Male,70,12/16/1951,EngineerNullIV,Manufacturing,Affluent Customer,No,Yes,14,94694 Eagle Crest Terrace,3977,Victoria,Australia,7,259,1.0625,72,Senior
268,Lark,Gonet,Female,89,1/17/1972,DatabaseNullAdministratorNullII,Health,High Net Worth,No,No,8,261 Orin Center,2763,New South Wales,Australia,8,259,1.0625,51,Senior
269,Cletis,Longley,Male,84,7/1/1996,ChemicalNullEngineer,Manufacturing,High Net Worth,No,Yes,1,667 Waxwing Plaza,3199,Victoria,Australia,7,271,1.06,27,Teenager
270,Bartram,Di Lucia,Male,70,1/3/1961,,Argiculture,Mass Customer,No,Yes,5,83509 Delaware Street,2480,New South Wales,Australia,3,271,1.06,62,Senior
271,Theresa,Cowper,Female,99,8/24/1976,AccountantNullIII,Manufacturing,Mass Customer,No,No,3,88 Mifflin Pass,2529,New South Wales,Australia,10,271,1.06,47,Adult
272,Philbert,Raraty,Male,48,6/28/1956,ExecutiveNullSecretary,Manufacturing,Mass Customer,No,No,6,10 Dexter Park,2177,New South Wales,Australia,9,274,1.05187,67,Senior
273,Egon,Ortells,Male,35,6/11/1976,StructuralNullEngineer,Manufacturing,Affluent Customer,No,No,13,3 Sundown Hill,2168,New South Wales,Australia,9,274,1.05187,47,Adult
274,Dahlia,Shovlar,Female,90,3/7/1966,EnvironmentalNullSpecialist,n/a,Affluent Customer,No,Yes,7,655 Glendale Trail,3976,Victoria,Australia,3,274,1.05187,57,Senior
275,Timi,Duny,Female,70,3/12/1953,OfficeNullAssistantNullII,Telecommunications,High Net Worth,No,No,6,39192 Glendale Alley,2092,New South Wales,Australia,12,274,1.05187,70,Senior
276,Dominick,Asher,Male,50,10/6/1962,ResearchNullAssociate,Health,Affluent Customer,No,Yes,5,7307 Lake View Crossing,3804,Victoria,Australia,9,278,1.05,61,Senior
277,Raye,Roo,Female,64,3/7/1976,DatabaseNullAdministratorNullI,Financial Services,Mass Customer,No,Yes,16,1199 Express Plaza,3046,Victoria,Australia,9,278,1.05,47,Adult
278,Becka,Hacon,Female,81,7/3/1965,GeneralNullManager,Financial Services,Affluent Customer,No,No,17,1 Namekagon Point,3791,Victoria,Australia,9,278,1.05,58,Senior
279,Cirillo,Frossell,Male,7,10/14/1968,GraphicNullDesigner,n/a,Mass Customer,No,No,6,602 Meadow Vale Lane,2111,New South Wales,Australia,12,278,1.05,55,Senior
280,Verla,Dumingos,Female,26,9/18/1971,DesignNullEngineer,Telecommunications,Mass Customer,No,Yes,10,6784 Spohn Alley,3021,Victoria,Australia,8,282,1.04922,52,Senior
281,Sherrie,Godleman,Female,37,4/2/1978,AssociateNullProfessor,Manufacturing,Mass Customer,No,No,19,67 Shelley Crossing,3350,Victoria,Australia,2,282,1.04922,45,Adult
282,Dexter,Shutle,Male,81,1/5/1959,QualityNullControlNullSpecialist,n/a,Mass Customer,No,No,17,07 Dayton Court,4005,Queensland,Australia,7,284,1.04688,64,Senior
283,Konstanze,Hovie,Female,88,1/9/1967,Pharmacist,Health,Mass Customer,No,No,11,351 Sunfield Lane,4370,Queensland,Australia,7,285,1.04125,56,Senior
284,Bink,Bentje,Male,3,3/23/1957,PaymentNullAdjustmentNullCoordinator,Financial Services,High Net Worth,No,Yes,19,8427 Moulton Place,2680,New South Wales,Australia,3,285,1.04125,66,Senior
285,Taber,Szymon,Male,70,4/22/1947,SeniorNullSalesNullAssociate,Argiculture,Affluent Customer,No,No,13,984 Del Sol Junction,4659,Queensland,Australia,8,287,1.04,76,Senior
286,Debbi,Dannatt,Female,2,12/28/1958,TechnicalNullWriter,n/a,Affluent Customer,No,No,6,3 Pepper Wood Hill,4218,Queensland,Australia,10,287,1.04,65,Senior
287,Giana,Staresmeare,Female,96,4/20/1976,AccountNullRepresentativeNullIV,Retail,Affluent Customer,No,Yes,9,8737 Scoville Center,2770,New South Wales,Australia,7,289,1.0375,47,Adult
288,Morton,Petkens,Male,50,11/13/1990,AccountNullCoordinator,Manufacturing,High Net Worth,No,Yes,10,385 Montana Place,3012,Victoria,Australia,1,289,1.0375,33,Adult
289,Vittoria,Whitney,Female,95,6/3/1981,ResearchNullAssistantNullI,n/a,High Net Worth,No,No,12,3 Surrey Court,2019,New South Wales,Australia,11,291,1.03594,42,Adult
290,Paquito,Atwood,Male,15,7/30/1972,NuclearNullPowerNullEngineer,Manufacturing,Affluent Customer,No,No,9,2 Magdeline Street,3199,Victoria,Australia,8,291,1.03594,51,Senior
291,Dimitri,Tribbeck,Male,89,12/7/1958,ChiefNullDesignNullEngineer,n/a,Affluent Customer,No,No,20,93235 Hoard Trail,3165,Victoria,Australia,6,291,1.03594,65,Senior
292,Shelli,Bartholomaus,Female,88,5/11/1963,AssociateNullProfessor,Health,Mass Customer,No,Yes,6,356 Carberry Avenue,3082,Victoria,Australia,7,291,1.03594,60,Senior
293,Kermit,Lebond,Male,36,2/1/1980,FinancialNullAdvisor,Financial Services,Mass Customer,No,No,4,71 Ludington Center,4208,Queensland,Australia,8,295,1.03125,43,Adult
294,Biddie,Gorce,Female,68,1/30/1988,SeniorNullFinancialNullAnalyst,Financial Services,Mass Customer,No,Yes,5,2116 Continental Terrace,2795,New South Wales,Australia,7,295,1.03125,35,Adult
295,Rupert,Marrow,Male,73,8/8/1970,,Property,High Net Worth,No,No,19,2 7th Way,2760,New South Wales,Australia,8,297,1.03062,53,Senior
296,Geoff,Sitford,Male,97,2/27/1965,AccountNullExecutive,Financial Services,Mass Customer,No,Yes,4,7 Elgar Road,2148,New South Wales,Australia,8,297,1.03062,58,Senior
297,Ange,Chitham,Female,91,2/14/1991,,Argiculture,Mass Customer,No,No,10,00003 Hoffman Pass,2560,New South Wales,Australia,8,297,1.03062,32,Adult
298,Tiphanie,Blackader,Female,59,10/8/1947,PhysicalNullTherapyNullAssistant,Retail,Mass Customer,No,No,17,71 Stone Corner Avenue,2007,New South Wales,Australia,11,297,1.03062,76,Senior
299,Zollie,Crinidge,Male,39,1/10/1988,SystemsNullAdministratorNullI,Retail,Mass Customer,No,Yes,10,0 Esker Avenue,4019,Queensland,Australia,5,297,1.03062,35,Adult
